mqap_id,country,address,lng,city,group_sic_code_name_ext,group_sic_code,side_of_street,disp_lng,phone,group_sic_code_ext,group_sic_code_name,name,disp_lat,state,id,postal_code,mqap_geography,lat
7718af94-b812-4109-8ce1-82a702db20bc,US,1429 Iris St NW,-77.034565,Washington,Cultural Centres,841206.0,R,-77.034572,+(1)-(202)-7838005,841206.0,Cultural Centres,Zenith Community Arts Foundation,38.982462,DC,279371064,20012,"{'latLng': {'lng': -77.034565, 'lat': 38.982279}}",38.982279
58a24b5c-a8c0-4869-a6e8-2941a3c2e05d,US,7750 16th St NW,-77.036395,Washington,,,R,-77.036718,+(1)-(202)-8087100,,,24 Hour ASAP Locks & Doors,38.985192,DC,367117598,20012,"{'latLng': {'lng': -77.036395, 'lat': 38.985175}}",38.985175
f82dd31d-3bea-4e6c-aa94-12aa142f1a66,US,7750 16th St NW,-77.036395,Washington,Church Organizations,866104.0,R,-77.036718,+(1)-(202)-8826650,866104.0,Church Organizations,Washington Ethical Society,38.985192,DC,2475713,20012,"{'latLng': {'lng': -77.036395, 'lat': 38.985175}}",38.985175
b83ae09e-080e-4c52-bd79-00d1a5b227d2,US,7750 16th St NW,-77.036395,Washington,Synagogues,866112.0,R,-77.036718,+(1)-(202)-5959138,866112.0,Synagogues,Fabrangen,38.985192,DC,21671445,20012,"{'latLng': {'lng': -77.036395, 'lat': 38.985175}}",38.985175
7de9c158-d438-498f-8be7-d34ccdfe1178,US,7750 16th St NW,-77.036395,Washington,Day Care,835101.0,R,-77.036718,+(1)-(202)-4503582,835101.0,Day Care,Kids Village Learning Center,38.985192,DC,285976987,20012,"{'latLng': {'lng': -77.036395, 'lat': 38.985175}}",38.985175
6f34390d-2aaf-4d67-961d-4486519d5810,US,7605 14th St NW,-77.03339,Washington,Legal Services,811198.0,R,-77.033106,+(1)-(202)-8293917,811198.0,Legal Services,Moore Jacqueline J,38.982611,DC,366977596,20012,"{'latLng': {'lng': -77.03339, 'lat': 38.982648}}",38.982648
70c1c4d2-77b7-4f2d-8fb9-27fa64faf919,US,7755 16th St NW,-77.03629,Washington,News Service,738301.0,R,-77.035869,+(1)-(202)-8820974,738301.0,News Service,Cc-M Production,38.98538,DC,2475706,20012,"{'latLng': {'lng': -77.03629, 'lat': 38.985359}}",38.985359
7c712824-d7af-469e-b491-d06ffdcfa649,US,1415 Geranium St NW,-77.034115,Washington,Office Equipment (Wholesale),504498.0,R,-77.034116,+(1)-(202)-8827608,504498.0,Office Equipment (Wholesale),Typewriter Serviceman,38.979612,DC,2475702,20012,"{'latLng': {'lng': -77.034115, 'lat': 38.979366}}",38.979366
bb32acff-5a0c-4668-8027-b06a56cfd325,US,7412 14th St NW,-77.033403,Washington,,,L,-77.033721,+(1)-(202)-5063757,,,Trg Consultingglobal,38.979959,DC,278841953,20012,"{'latLng': {'lng': -77.033403, 'lat': 38.979961}}",38.979961
51640e4a-e82e-44f2-be18-b2b274ab6eeb,US,7800 14th St NW,-77.033416,Washington,Schools (K-12),821103.0,L,-77.034321,+(1)-(202)-5766140,821103.0,Schools (K-12),Shepherd Elementary School,38.9847,DC,2476095,20012,"{'latLng': {'lng': -77.033416, 'lat': 38.9847}}",38.9847
cc8f3a55-4ad3-4a90-af05-086f47380784,US,7800 14th St NW,-77.033416,Washington,,,L,-77.034321,+(1)-(202)-7477923,,,Capitol Locksmith 24 7,38.9847,DC,367466501,20012,"{'latLng': {'lng': -77.033416, 'lat': 38.9847}}",38.9847
59102362-87b1-437b-a3bb-f624ebf41f2a,US,1405 Kalmia Rd NW,-77.034022,Washington,Pharmacies,591205.0,R,-77.033944,+(1)-(202)-8291515,591205.0,Pharmacies,DC Pharmaceutical,38.985392,DC,367819469,20012,"{'latLng': {'lng': -77.034022, 'lat': 38.985212}}",38.985212
b083599b-31b0-405a-99e6-c93110ad3ccb,US,1333 Holly St NW,-77.032812,Washington,Homes Personal Care Facility,805911.0,R,-77.032812,+(1)-(202)-5598924,805911.0,Homes Personal Care Facility,Agghhhh Kill Those Bugs Of Washington DC,38.980367,DC,274229813,20012,"{'latLng': {'lng': -77.032812, 'lat': 38.980367}}",38.980367
2bda2834-135a-40e2-bb60-395b525865df,US,1640 Kalmia Rd NW,-77.038913,Washington,Colleges & Universities,822101.0,L,-77.038913,+(1)-(202)-5772000,822101.0,Colleges & Universities,Lowell School,38.986111,DC,2476089,20012,"{'latLng': {'lng': -77.038913, 'lat': 38.986111}}",38.986111
3bb71883-4087-4c71-8c0c-8e796174af77,US,7330 14th St NW,-77.033411,Washington,Copiers,504403.0,L,-77.0337,+(1)-(240)-4320977,504403.0,Copiers,Life Journey Above and Beneath,38.979057,DC,368482870,20012,"{'latLng': {'lng': -77.033411, 'lat': 38.979039}}",38.979039
5624377b-70d2-4d54-983a-1a36a829f262,US,7732 Morningside Dr NW,-77.031832,Washington,,,L,-77.031832,+(1)-(202)-5598923,,,Anytime Pest Control Service,38.983448,DC,267513795,20012,"{'latLng': {'lng': -77.031832, 'lat': 38.983448}}",38.983448
5a8ff788-7817-4359-8030-dd4b051b2437,US,7600 Morningside Dr NW,-77.031561,Washington,Real Estate Agents,653118.0,L,-77.031824,+(1)-(202)-8821539,653118.0,Real Estate Agents,Cornerstone Realty Group,38.982448,DC,266224787,20012,"{'latLng': {'lng': -77.031561, 'lat': 38.982517}}",38.982517
552ee032-0672-4273-8ca8-f0023d85b79f,US,7327 14th St NW,-77.033419,Washington,,,R,-77.033077,+(1)-(202)-8297327,,,and Consultants American Security,38.978868,DC,289570134,20012,"{'latLng': {'lng': -77.033419, 'lat': 38.978837}}",38.978837
50c8c808-3158-482b-875d-5f9a23195e2e,US,7852 16th St NW,-77.036385,Washington,(All) Doctors,801101.0,R,-77.036385,+(1)-(202)-2915008,801101.0,(All) Doctors,Savage James E,38.986896,DC,366592554,20012,"{'latLng': {'lng': -77.036385, 'lat': 38.986896}}",38.986896
435692b7-db13-4b96-ad4c-9b5d1d3a4ad2,US,1330 Geranium St NW,-77.032509,Washington,Real Estate Agents,653118.0,L,-77.032508,+(1)-(202)-8824854,653118.0,Real Estate Agents,American Management,38.979204,DC,368791451,20012,"{'latLng': {'lng': -77.032509, 'lat': 38.979376}}",38.979376
e884dfd4-00c2-4917-9a81-1e47794e1ee9,US,1638 Myrtle St NW,-77.038295,Washington,,,L,-77.038234,+(1)-(202)-7477838,,,Aaa1 DC 24 7 Locksmith,38.98685,DC,361800687,20012,"{'latLng': {'lng': -77.038295, 'lat': 38.987022}}",38.987022
2816c830-1c73-43ee-a063-97fe5214d5cf,US,7237 15th Pl NW,-77.035024,Washington,Church Organizations,866104.0,R,-77.034713,+(1)-(202)-2915153,866104.0,Church Organizations,Ashkar Dominic Msgr,38.977736,DC,26982560,20012,"{'latLng': {'lng': -77.035024, 'lat': 38.977574}}",38.977574
04ce7587-344f-4f3a-83ba-1190a7ca93f9,US,7238 15th Pl NW,-77.034957,Washington,(All) Doctors,801101.0,L,-77.035377,+(1)-(202)-8823792,801101.0,(All) Doctors,Ayton Leonidas A,38.97758,DC,279286265,20012,"{'latLng': {'lng': -77.034957, 'lat': 38.977493}}",38.977493
f7a577fa-a1b6-4e3e-9a39-93a15b57bfd2,US,1436 Leegate Rd NW,-77.03504,Washington,Homes Personal Care Facility,805911.0,L,-77.035203,+(1)-(202)-7225222,805911.0,Homes Personal Care Facility,Wave Comm Light DC-Dip,38.986861,DC,277872742,20012,"{'latLng': {'lng': -77.03504, 'lat': 38.987039}}",38.987039
802e2966-4275-4355-a646-7f2ea5d3006a,US,7310 Alaska Ave NW,-77.032233,Washington,(All) Dentists,802101.0,L,-77.032418,+(1)-(202)-8291266,802101.0,(All) Dentists,Dodson Elizabeth P,38.978892,DC,366802052,20012,"{'latLng': {'lng': -77.032233, 'lat': 38.978735}}",38.978735
75747835-d3d4-4f09-a240-fbb39bc8f9af,US,1325 Jonquil St NW,-77.030876,Washington,Business Services NEC,738999.0,R,-77.030849,+(1)-(202)-8822118,738999.0,Business Services NEC,C Sociometrics,38.984082,DC,2475755,20012,"{'latLng': {'lng': -77.030876, 'lat': 38.983891}}",38.983891
7408692f-9f3a-49f5-9eda-298451c18848,US,1718 Poplar Ln NW,-77.040383,Washington,Homes Personal Care Facility,805911.0,L,-77.040383,+(1)-(202)-7477835,805911.0,Homes Personal Care Facility,A 1 24/7 Locksmith Services DC,38.987192,DC,368342501,20012,"{'latLng': {'lng': -77.040383, 'lat': 38.987192}}",38.987192
6af1bab7-7a3b-4ed6-8c19-c978dca60011,US,1366 Leegate Rd NW,-77.033075,Washington,(All) Doctors,801101.0,L,-77.033053,+(1)-(202)-2912411,801101.0,(All) Doctors,Robert L Baird DR,38.98637,DC,275095966,20012,"{'latLng': {'lng': -77.033075, 'lat': 38.986577}}",38.986577
d0f81aad-6528-42a4-b397-b56672453b93,US,1733 Kalmia Rd NW,-77.04197,Washington,Construction Building Contractors,152130.0,R,-77.041692,+(1)-(202)-7231497,152130.0,Construction Building Contractors,Martins Construction,38.986631,DC,353563348,20012,"{'latLng': {'lng': -77.04197, 'lat': 38.986493}}",38.986493
96913f9a-7a2c-4b5c-9197-2440d50e8b44,US,7901 16th St NW,-77.036279,Washington,Church Organizations,866104.0,R,-77.035875,+(1)-(202)-8823828,866104.0,Church Organizations,First United Church of Christ Apostolic,38.98778,DC,21671351,20012,"{'latLng': {'lng': -77.036279, 'lat': 38.98782}}",38.98782
315c04a0-77bf-4380-ae15-fc95db83b43f,US,7504 Alaska Ave NW,-77.030213,Washington,,,L,-77.030396,+(1)-(202)-4501023,,,Peyton McCall,38.980772,DC,368902027,20012,"{'latLng': {'lng': -77.030213, 'lat': 38.980624}}",38.980624
39cb73ee-53b1-4609-88f3-aa53c6ba4da3,US,7164 Alaska Ave NW,-77.034053,Washington,(All) Places Of Worship,866107.0,L,-77.034369,+(1)-(202)-2917926,866107.0,(All) Places Of Worship,Beggiani Seely Rev,38.977226,DC,367106898,20012,"{'latLng': {'lng': -77.034053, 'lat': 38.976995}}",38.976995
8ccaec67-f9fc-4cb2-bf65-5d0dc842338e,US,7164 Alaska Ave NW,-77.034053,Washington,Colleges & Universities,822101.0,L,-77.034369,+(1)-(202)-7238831,822101.0,Colleges & Universities,Our Lady of Lebanon,38.977226,DC,278215359,20012,"{'latLng': {'lng': -77.034053, 'lat': 38.976995}}",38.976995
bcd53d9f-6c7b-4268-ada6-98cd71e3aa33,US,1311 Floral St NW,-77.031109,Washington,,,R,-77.031103,+(1)-(202)-4641996,,,Eastern Educational Resource Coabovative,38.978863,DC,2471691,20012,"{'latLng': {'lng': -77.031109, 'lat': 38.978688}}",38.978688
c29ab5d5-d872-448a-963f-d99a77332168,US,1330 Locust Rd NW,-77.030836,Washington,Construction Building Contractors,152130.0,L,-77.030843,+(1)-(202)-7220330,152130.0,Construction Building Contractors,Capital Construction Enterprises,38.985281,DC,264352407,20012,"{'latLng': {'lng': -77.030836, 'lat': 38.985463}}",38.985463
e001cda0-37a0-426f-9f72-53dac9d08af8,US,1325 Fern St NW,-77.031854,Washington,Church Organizations,866104.0,R,-77.031824,+(1)-(202)-7234510,866104.0,Church Organizations,National Spiritual,38.978176,DC,21671413,20012,"{'latLng': {'lng': -77.031854, 'lat': 38.97797}}",38.97797
1909e56b-a559-46d4-9a8c-0a7bf0e346c2,US,1312 Floral St NW,-77.031017,Washington,Business Services NEC,738999.0,L,-77.031012,+(1)-(202)-8297364,738999.0,Business Services NEC,Dennison Associates,38.978481,DC,362278626,20012,"{'latLng': {'lng': -77.031017, 'lat': 38.978687}}",38.978687
3aa22c5a-1b83-47aa-8c22-1ba3e84e00b7,US,1334 Leegate Rd NW,-77.031578,Washington,Casinos,799302.0,L,-77.031666,+(1)-(202)-2912933,799302.0,Casinos,B Gamble,38.986091,DC,361520610,20012,"{'latLng': {'lng': -77.031578, 'lat': 38.986313}}",38.986313
22040b24-653e-421d-8eaf-ac4cc6e5b15b,US,7142 Alaska Ave NW,-77.034664,Washington,Church Organizations,866104.0,L,-77.034845,+(1)-(202)-8295554,866104.0,Church Organizations,Our Lady of Lebanon Maronite,38.976522,DC,41445729,20012,"{'latLng': {'lng': -77.034664, 'lat': 38.976418}}",38.976418
2e105141-07f8-4784-836b-31f85e01f330,US,7426 13th St NW,-77.029678,Washington,Homes Personal Care Facility,805911.0,L,-77.029909,+(1)-(202)-2916696,805911.0,Homes Personal Care Facility,Woodley House,38.980202,DC,288744142,20012,"{'latLng': {'lng': -77.029678, 'lat': 38.980189}}",38.980189
6ffaa236-f880-4f05-83cb-98ced1f6bff4,US,7957 Orchid St NW,-77.037184,Washington,,,R,-77.036985,+(1)-(202)-8824449,,,Bumbary Robt C,38.988602,DC,2475733,20012,"{'latLng': {'lng': -77.037184, 'lat': 38.98865}}",38.98865
054ae010-c88f-44f6-ac29-04607e1f1fb7,US,7023 16th St NW,-77.036312,Washington,(All) Doctors,801101.0,R,-77.035991,+(1)-(202)-7236854,801101.0,(All) Doctors,Thomas Claudius MD,38.975813,DC,362575967,20012,"{'latLng': {'lng': -77.036312, 'lat': 38.975786}}",38.975786
853fab7b-e852-4ec0-b53f-55a345f6591f,US,1305 Floral St NW,-77.030419,Washington,(All) Places Of Worship,866107.0,R,-77.030412,+(1)-(202)-8820800,866107.0,(All) Places Of Worship,Gandy Samuel L Rev,38.978864,DC,284310974,20012,"{'latLng': {'lng': -77.030419, 'lat': 38.978682}}",38.978682
656e0b40-08c2-41f5-bdca-71b903c5e4b7,US,1631 Primrose Rd NW,-77.037667,Washington,Business Services NEC,738999.0,R,-77.037669,+(1)-(202)-2919353,738999.0,Business Services NEC,Lobos,38.988972,DC,263961650,20012,"{'latLng': {'lng': -77.037667, 'lat': 38.988778}}",38.988778
f8d7522d-e8cb-4ee2-98b3-85bd596efe6e,US,1626 Primrose Rd NW,-77.037629,Washington,(All) Places Of Worship,866107.0,L,-77.037515,+(1)-(202)-8829377,866107.0,(All) Places Of Worship,Massey David E Rev,38.988628,DC,362337860,20012,"{'latLng': {'lng': -77.037629, 'lat': 38.988786}}",38.988786
116fd3ce-9963-494e-8384-18e0d7f0448e,US,1544 N Gate Rd NW,-77.035027,Washington,(All) Doctors,801101.0,L,-77.034807,+(1)-(202)-7234236,801101.0,(All) Doctors,Bishop David R,38.988551,DC,368342465,20012,"{'latLng': {'lng': -77.035027, 'lat': 38.988702}}",38.988702
89c99226-1213-41c3-b355-523b8f3cb59d,US,1200 Juniper St NW,-77.028765,Washington,Business Services NEC,738999.0,L,-77.028764,+(1)-(202)-2505166,738999.0,Business Services NEC,Vision Consulting,38.98304,DC,366682898,20012,"{'latLng': {'lng': -77.028765, 'lat': 38.983196}}",38.983196
540cc597-f973-4a1e-8027-41e83134f764,US,7901 13th St NW,-77.029684,Washington,Business Services NEC,738999.0,R,-77.02946,+(1)-(202)-8820216,738999.0,Business Services NEC,Accounting Matters,38.985546,DC,2475748,20012,"{'latLng': {'lng': -77.029684, 'lat': 38.985577}}",38.985577
b507d42b-cc02-4853-bad2-5d0b358c73b0,US,1775 N Portal Dr NW,-77.042435,Washington,(All) Doctors,801101.0,R,-77.042382,+(1)-(202)-8294453,801101.0,(All) Doctors,H Epps Charles Jr MD,38.988304,DC,366682811,20012,"{'latLng': {'lng': -77.042435, 'lat': 38.988053}}",38.988053
18a44a85-73cb-4972-8fc2-7f267d85ca8d,US,8025 13th St NW,-77.029688,Washington,Parking Garages,752102.0,R,-77.029688,+(1)-(240)-7777170,752102.0,Parking Garages,King-13th St Garage,38.985946,DC,367686329,20012,"{'latLng': {'lng': -77.029688, 'lat': 38.985946}}",38.985946
2ca5b307-d412-4c4d-bf04-e855623c943a,US,1449 Roxanna Rd NW,-77.033386,Washington,Nursing & Personal Care NEC,805999.0,R,-77.033241,+(1)-(202)-2910123,805999.0,Nursing & Personal Care NEC,Wholistic Service,38.988784,DC,284527034,20012,"{'latLng': {'lng': -77.033386, 'lat': 38.988609}}",38.988609
66f8bbac-de85-4ad5-9d5c-050bf774ac97,US,1203 Holly St NW,-77.028338,Washington,Financial Planners,628205.0,R,-77.028314,+(1)-(202)-8821493,628205.0,Financial Planners,Pharos International Risk Advisors,38.980536,DC,361577938,20012,"{'latLng': {'lng': -77.028338, 'lat': 38.980348}}",38.980348
76594963-71b2-4d1b-8795-c7b1d568291c,US,1602 Roxanna Rd NW,-77.036988,Washington,Real Estate Agents,653118.0,L,-77.036985,+(1)-(202)-8826900,653118.0,Real Estate Agents,Lipscomb Realty Co,38.989393,DC,2475711,20012,"{'latLng': {'lng': -77.036988, 'lat': 38.989584}}",38.989584
5fb58364-be5e-428c-8dac-3ac0901b5fd0,US,,-77.029491,Washington,Parks,799951.0,N,-77.029491,,799951.0,Parks,Fort Stevens Recreation Center,38.978093,DC,367834131,20012,"{'latLng': {'lng': -77.029491, 'lat': 38.978093}}",38.978093
559092db-0317-42ac-9d08-e799882ae237,US,,-77.029491,Washington,,,N,-77.029491,,,,Battleground National Cemetery,38.978093,DC,366802044,20012,"{'latLng': {'lng': -77.029491, 'lat': 38.978093}}",38.978093
16cca011-8ed5-4160-baa3-c3a0f2219911,US,8015 14th St NW,-77.031245,Washington,(All) Places Of Worship,866107.0,R,-77.031076,+(1)-(202)-8296558,866107.0,(All) Places Of Worship,Jennings John J Jr Rev,38.987742,DC,21671373,20012,"{'latLng': {'lng': -77.031245, 'lat': 38.987908}}",38.987908
c4fa7544-c587-4827-aeaa-081fef990381,US,7533 12th St NW,-77.027874,Washington,Homes Personal Care Facility,805911.0,R,-77.027591,+(1)-(202)-2916224,805911.0,Homes Personal Care Facility,Wholistic Homes 7533A,38.981717,DC,2476179,20012,"{'latLng': {'lng': -77.027874, 'lat': 38.981666}}",38.981666
69bb05d1-25ce-4cb4-8989-b0f86743a1fc,US,7700 Alaska Ave NW,-77.027816,Washington,Distribution Services,731908.0,L,-77.02803,+(1)-(202)-2965141,731908.0,Distribution Services,W & A Fondcs Enterprises,38.983056,DC,366676725,20012,"{'latLng': {'lng': -77.027816, 'lat': 38.982907}}",38.982907
bb0bf62e-d66f-46a4-9e6d-d852ccccbd4f,US,1205 Geranium St NW,-77.028385,Washington,Homes Personal Care Facility,805911.0,R,-77.028377,+(1)-(202)-2918866,805911.0,Homes Personal Care Facility,Black Nurses Association of The Greater Washington Area,38.979616,DC,2476158,20012,"{'latLng': {'lng': -77.028385, 'lat': 38.979366}}",38.979366
dfaab100-9572-4068-93f7-3cbc9ca413b5,US,8028 Eastern Ave NW,-77.030604,Washington,,,L,-77.030795,+(1)-(202)-4504254,,,Life Stride Eight Zero Two Eight,38.98753,DC,279311908,20012,"{'latLng': {'lng': -77.030604, 'lat': 38.987684}}",38.987684
8548b708-9b75-42db-8ecf-af8dc08faf07,US,7981 Eastern Ave,-77.03039,Silver Spring,,,R,-77.030198,+(1)-(301)-9600143,,,Piney Branch Rd Lockpro,38.987628,MD,362758133,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
1f4e1c04-4259-4a08-9050-12041377d12c,US,7981 Eastern Ave,-77.03039,Silver Spring,Legal Services,811198.0,R,-77.030198,+(1)-(301)-5851970,811198.0,Legal Services,J Williams Law,38.987628,MD,289219029,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
14b25b7f-8e5d-4296-808b-b0f36470bece,US,7981 Eastern Ave,-77.03039,Silver Spring,Homes Personal Care Facility,805911.0,R,-77.030198,+(1)-(301)-5652212,805911.0,Homes Personal Care Facility,Thoughts And Emotions,38.987628,MD,289522544,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
d50894e3-828f-42a2-9437-7ad8d0c1c1a7,US,7981 Eastern Ave,-77.03039,Silver Spring,,,R,-77.030198,+(1)-(301)-4954427,,,Project Redirect,38.987628,MD,366997715,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
11a06870-f4c6-496b-aa8a-5db826780af9,US,7981 Eastern Ave,-77.03039,Silver Spring,Advertising Marketing,731115.0,R,-77.030198,+(1)-(301)-5654726,731115.0,Advertising Marketing,PCM Studios,38.987628,MD,274003942,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
caa6827c-2a9f-46cd-83df-f7bda7e32dbf,US,7981 Eastern Ave,-77.03039,Silver Spring,Nursing & Personal Care NEC,805999.0,R,-77.030198,+(1)-(301)-5871919,805999.0,Nursing & Personal Care NEC,Witter Jeanette,38.987628,MD,274876609,20910,"{'latLng': {'lng': -77.03039, 'lat': 38.987523}}",38.987523
fec26e5b-cb02-4e87-b7ce-4c147147c750,US,7961 Eastern Ave,-77.03024,Silver Spring,,,R,-77.030047,+(1)-(301)-5895793,,,Abraham Security,38.987513,MD,368798423,20910,"{'latLng': {'lng': -77.03024, 'lat': 38.987403}}",38.987403
f2c0bc43-1c47-4d4c-afa3-937c23ae54ee,US,7961 Eastern Ave,-77.03024,Silver Spring,,,R,-77.030047,+(1)-(301)-5652284,,,Lance Bailey & Assiciates,38.987513,MD,350600530,20910,"{'latLng': {'lng': -77.03024, 'lat': 38.987403}}",38.987403
f75b44b7-c84d-448c-a8a7-34a4fd4e9a85,US,8008 Eastern Ave NW,-77.030002,Washington,Church Organizations,866104.0,L,-77.030327,+(1)-(202)-7262424,866104.0,Church Organizations,St Mary's Baptist Church,38.986957,DC,278273618,20012,"{'latLng': {'lng': -77.030002, 'lat': 38.987212}}",38.987212
5418d21d-c25e-4988-be7f-7e0d03c20393,US,8015 Eastern Ave,-77.03136,Silver Spring,Real Estate Agents,653118.0,R,-77.03136,+(1)-(301)-7556976,653118.0,Real Estate Agents,Spring Garden Aprtment,38.98826,MD,2595361,20910,"{'latLng': {'lng': -77.03136, 'lat': 38.98826}}",38.98826
c8287afe-65cf-4088-94db-c1254eddc788,US,7930 Eastern Ave NW,-77.029091,Washington,Church Organizations,866104.0,L,-77.029352,+(1)-(202)-7268529,866104.0,Church Organizations,International Ethiopian Evangelical Church,38.98632,DC,273427048,20012,"{'latLng': {'lng': -77.029091, 'lat': 38.986496}}",38.986496
966bfd72-847e-48fb-a2bc-33d7cc7bcd85,US,1640 Portal Dr NW,-77.038588,Washington,Government Pension Health/Welfare Funds,637104.0,L,-77.038599,+(1)-(202)-2912238,637104.0,Government Pension Health/Welfare Funds,Volunteers of America,38.989742,DC,43816308,20012,"{'latLng': {'lng': -77.038588, 'lat': 38.989933}}",38.989933
44873ebf-d678-44a6-a0c1-5f6440c3b893,US,7915 Eastern Ave,-77.028945,Silver Spring,,,R,-77.028753,+(1)-(301)-9600165,,,Eastern Ave Home Security Solutions,38.986514,MD,289197557,20910,"{'latLng': {'lng': -77.028945, 'lat': 38.986383}}",38.986383
d128a04e-00b4-42e6-a7f1-f485f0028bde,US,8005 13th St,-77.029496,Silver Spring,Real Estate Agents,653118.0,R,-77.029496,+(1)-(301)-5650111,653118.0,Real Estate Agents,The Orion,38.986997,MD,362883944,20910,"{'latLng': {'lng': -77.029496, 'lat': 38.986997}}",38.986997
ac45d1cb-f864-48c9-aa11-4a7fcdc0675b,US,7923 Eastern Ave,-77.02885,Silver Spring,Real Estate Agents,653118.0,R,-77.02885,+(1)-(301)-5625490,653118.0,Real Estate Agents,The Aurora HOA,38.986309,MD,365623600,20910,"{'latLng': {'lng': -77.02885, 'lat': 38.986309}}",38.986309
bfae7599-fb7c-43f5-a98e-f4fb8be7e617,US,8000 Eastern Dr,-77.032266,Silver Spring,Real Estate Agents,653118.0,L,-77.032266,+(1)-(301)-4955540,653118.0,Real Estate Agents,Rock Creek Springs,38.988965,MD,2597346,20910,"{'latLng': {'lng': -77.032266, 'lat': 38.988965}}",38.988965
59c0c948-894d-4297-afc4-7693d5675851,US,7720 Alaska Ave NW,-77.027431,Washington,Art Schools,829919.0,L,-77.027431,+(1)-(855)-3321355,829919.0,Art Schools,Music Lab,38.983266,DC,366592584,20012,"{'latLng': {'lng': -77.027431, 'lat': 38.983266}}",38.983266
58e4969b-cece-491c-863b-6c9e130590df,US,7720 Alaska Ave NW,-77.027431,Washington,Church Organizations,866104.0,L,-77.027431,+(1)-(202)-8295311,866104.0,Church Organizations,Northminster Presbyterian Church,38.983266,DC,367827771,20012,"{'latLng': {'lng': -77.027431, 'lat': 38.983266}}",38.983266
